Слово,Частота,Процент
неразрушимого,2,0.00035566747225349135
невещественного,2,0.00035566747225349135
составляющего,2,0.00035566747225349135
побуждения,5,0.0008891686806337283
стремившихся,2,0.00035566747225349135
дикие,1,0.00017783373612674568
побуждение,1,0.00017783373612674568
превосходящей,1,0.00017783373612674568
скрывавшиеся,1,0.00017783373612674568
вступившие,1,0.00017783373612674568
разоренную,1,0.00017783373612674568
разграбленною,1,0.00017783373612674568
увозили,1,0.00017783373612674568
ставки,1,0.00017783373612674568
грабителями,1,0.00017783373612674568
отправлениями,1,0.00017783373612674568
торговли,1,0.00017783373612674568
ремесл,2,0.00035566747225349135
безжизненны,1,0.00017783373612674568
существовали,4,0.0007113349445069827
базары,1,0.00017783373612674568
товарами,1,0.00017783373612674568
ремесленные,1,0.00017783373612674568
дворцы,1,0.00017783373612674568
предметами,2,0.00035566747225349135
соборы,1,0.00017783373612674568
разрушал,1,0.00017783373612674568
восстановлял,3,0.000533501208380237
правильную,1,0.00017783373612674568
разнообразный,1,0.00017783373612674568
влекомый,1,0.00017783373612674568
расчетом,1,0.00017783373612674568
домовладельцы,1,0.00017783373612674568
торговцы,1,0.00017783373612674568
приливали,2,0.00035566747225349135
останавливаемы,1,0.00017783373612674568
принуждены,1,0.00017783373612674568
прослышав,1,0.00017783373612674568
артели,1,0.00017783373612674568
плотников,1,0.00017783373612674568
заработки,1,0.00017783373612674568
рубились,1,0.00017783373612674568
погорелые,1,0.00017783373612674568
балаганах,1,0.00017783373612674568
харчевни,1,0.00017783373612674568
постоялые,1,0.00017783373612674568
устраивались,1,0.00017783373612674568
возобновило,1,0.00017783373612674568
погоревших,1,0.00017783373612674568
жертвователи,1,0.00017783373612674568
разграбленные,1,0.00017783373612674568
церковные,3,0.000533501208380237
прилаживали,1,0.00017783373612674568
раздачею,1,0.00017783373612674568
оставшегося,1,0.00017783373612674568
свезенных,1,0.00017783373612674568
жаловались,1,0.00017783373612674568
своза,1,0.00017783373612674568
грановитую,2,0.00035566747225349135
полицию,1,0.00017783373612674568
подкупали,1,0.00017783373612674568
сметы,1,0.00017783373612674568
погоревшие,1,0.00017783373612674568
вспомоществований,1,0.00017783373612674568
уцелевшем,1,0.00017783373612674568
торжествовали,1,0.00017783373612674568
оживающей,1,0.00017783373612674568
ящичек,2,0.00035566747225349135
костроме,1,0.00017783373612674568
напустил,1,0.00017783373612674568
друбецких,1,0.00017783373612674568
сгоревшем,1,0.00017783373612674568
доро,1,0.00017783373612674568
встречах,1,0.00017783373612674568
похожих,3,0.000533501208380237
уцелел,1,0.00017783373612674568
разрушения,1,0.00017783373612674568
нарушает,2,0.00035566747225349135
воскресеньям,1,0.00017783373612674568
портретную,1,0.00017783373612674568
извинит,1,0.00017783373612674568
бесцеремонность,1,0.00017783373612674568
компаньонки,4,0.0007113349445069827
компаньонок,1,0.00017783373612674568
встречаемся,1,0.00017783373612674568
компаньонку,2,0.00035566747225349135
застенчивостью,1,0.00017783373612674568
беспокойнее,1,0.00017783373612674568
любопытный,1,0.00017783373612674568
задушевному,1,0.00017783373612674568
родное,1,0.00017783373612674568
забытое,1,0.00017783373612674568
внимательных,1,0.00017783373612674568
постаревшее,1,0.00017783373612674568
заржавевшая,1,0.00017783373612674568
улыбнулось,1,0.00017783373612674568
растворенной,1,0.00017783373612674568
забытым,2,0.00035566747225349135
поглотило,1,0.00017783373612674568
покрыла,1,0.00017783373612674568
огромна,1,0.00017783373612674568
неузнаваемою,1,0.00017783373612674568
затаенная,1,0.00017783373612674568
внимательные,1,0.00017783373612674568
вопросительные,1,0.00017783373612674568
осветившим,1,0.00017783373612674568
гостить,2,0.00035566747225349135
семья,9,0.001600503625140711
славному,1,0.00017783373612674568
раскрыла,1,0.00017783373612674568
вдаться,1,0.00017783373612674568
воображеньи,1,0.00017783373612674568
недостатки,3,0.000533501208380237
свиделся,1,0.00017783373612674568
вздрогнуло,1,0.00017783373612674568
колебалась,1,0.00017783373612674568
коленках,2,0.00035566747225349135
перебивать,1,0.00017783373612674568
пережила,1,0.00017783373612674568
перемешивая,1,0.00017783373612674568
ничтожнейшие,1,0.00017783373612674568
задушевнейшими,1,0.00017783373612674568
тайнами,1,0.00017783373612674568
спрашивавшего,1,0.00017783373612674568
стукнулась,1,0.00017783373612674568
прикрытую,1,0.00017783373612674568
портьерой,1,0.00017783373612674568
размягчения,1,0.00017783373612674568
посидите,2,0.00035566747225349135
притворяешься,1,0.00017783373612674568
отодвинули,1,0.00017783373612674568
пододвинули,2,0.00035566747225349135
развернул,1,0.00017783373612674568
пьете,1,0.00017783373612674568
невероятные,1,0.00017783373612674568
абрамовна,1,0.00017783373612674568
степаныч,1,0.00017783373612674568
эгоистический,1,0.00017783373612674568
строитесь,1,0.00017783373612674568
приписывает,3,0.000533501208380237
упоминанию,1,0.00017783373612674568
примерные,1,0.00017783373612674568
отзовется,1,0.00017783373612674568
ссорятся,1,0.00017783373612674568
худшем,1,0.00017783373612674568
отказывавшийся,1,0.00017783373612674568
плене,1,0.00017783373612674568
вовлекся,2,0.00035566747225349135
догадалась,2,0.00035566747225349135
ужасах,1,0.00017783373612674568
переживающего,1,0.00017783373612674568
переживая,1,0.00017783373612674568
вытащили,1,0.00017783373612674568
стаскивали,1,0.00017783373612674568
вырывали,1,0.00017783373612674568
серьги,1,0.00017783373612674568
рассказываете,1,0.00017783373612674568
научился,4,0.0007113349445069827
безграмотного,1,0.00017783373612674568
дурачка,2,0.00035566747225349135
обогатить,1,0.00017783373612674568
пересказать,1,0.00017783373612674568
приладить,1,0.00017783373612674568
рассказываемое,1,0.00017783373612674568
выработанные,1,0.00017783373612674568
умственном,1,0.00017783373612674568
одаренные,2,0.00035566747225349135
выбирания,1,0.00017783373612674568
всасыванья,1,0.00017783373612674568
вздрагиванья,1,0.00017783373612674568
жеста,1,0.00017783373612674568
невысказанное,1,0.00017783373612674568
вносила,1,0.00017783373612674568
раскрытое,1,0.00017783373612674568
сочувствовала,1,0.00017783373612674568
переменять,1,0.00017783373612674568
стыдливом,1,0.00017783373612674568
